,Unnamed: 0,Mã,Năm,P/E,P/B,EPS,BVPS,ROE (%),ROA (%),Nợ / Vốn chủ sở hữu (DE),Biên lợi nhuận gộp,Biên lợi nhuận ròng,Thanh khoản hiện hành,Thanh khoản nhanh
2876,2876,TPB,2024,,,0.0,inf,16.15,1.45,10.12,,,,
2877,2877,TPC,2023,-2.68,0.45,-2166.0,12752.0,-16.99,-10.56,0.61,-0.02,-0.09,1.37,1.08
2878,2878,TPC,2022,10.02,0.45,664.0,14911.0,4.45,2.33,0.91,0.1,0.02,1.46,0.65
2879,2879,TPC,2024,14.56,0.58,529.0,13290.0,3.98,2.46,0.62,0.08,0.02,2.3,1.98
2880,2880,TPC,2020,8.91,0.57,968.0,15085.0,6.42,3.11,1.07,0.09,0.03,1.3,0.81
2881,2881,TPC,2021,14.56,0.66,675.0,14953.0,4.51,2.03,1.22,0.09,0.02,1.3,0.67
2882,2882,TPP,2020,22.71,0.89,432.0,11061.0,3.91,0.98,2.97,0.19,0.01,1.02,0.59
2883,2883,TPP,2021,25.79,0.64,412.0,16476.0,2.5,0.66,2.78,0.18,0.01,1.09,0.71
2884,2884,TPP,2022,24.23,0.72,430.0,14454.0,2.98,0.76,2.92,0.17,0.01,1.06,0.67
2885,2885,TPP,2023,19.77,0.77,444.0,11419.0,3.89,1.01,2.83,0.17,0.01,1.04,0.65
2886,2886,TPP,2024,10.86,0.81,924.0,12341.0,7.49,1.73,3.34,0.16,0.02,1.06,0.74
2887,2887,TRA,2020,13.86,2.31,4185.0,25061.0,16.7,11.86,0.41,0.54,0.14,2.33,1.52
2888,2888,TRA,2021,15.23,2.9,5064.0,26569.0,19.06,14.15,0.35,0.53,0.15,2.49,1.62
2889,2889,TRA,2022,13.97,2.72,5691.0,29192.0,19.5,14.82,0.32,0.56,0.15,2.81,1.72
2890,2890,TRA,2023,14.52,2.57,5535.0,31309.0,17.68,12.39,0.43,0.54,0.16,2.41,1.67
2891,2891,TRA,2024,14.91,2.21,4990.0,33728.0,14.79,11.02,0.34,0.53,0.14,2.88,1.89
2892,2892,TRC,2024,6.82,0.8,7602.0,64443.0,11.8,10.09,0.17,0.36,0.28,2.1,1.77
2893,2893,TRC,2023,12.62,0.52,2321.0,56683.0,4.09,3.39,0.21,0.2,0.1,2.22,1.94
2894,2894,TRC,2020,9.84,0.58,3168.0,53610.0,5.91,4.65,0.27,0.18,0.13,2.83,2.5
2895,2895,TRC,2021,18.01,1.12,2225.0,35715.0,6.23,4.92,0.27,0.24,0.17,2.19,1.81
2896,2896,TRC,2022,15.77,0.75,1821.0,38317.0,4.75,3.78,0.26,0.2,0.12,1.87,1.56
2897,2897,TSB,2020,11.34,0.65,668.0,11656.0,5.73,4.61,0.24,0.18,0.03,3.34,0.84
2898,2898,TSB,2021,11.99,0.7,682.0,11763.0,5.8,4.48,0.29,0.14,0.03,3.23,0.9
2899,2899,TSB,2022,31.83,1.39,511.0,11682.0,4.37,3.36,0.3,0.14,0.02,3.26,0.74
2900,2900,TSB,2023,68.08,3.63,627.0,11760.0,5.33,3.89,0.37,0.14,0.03,2.92,1.24
2901,2901,TSB,2024,54.55,3.54,773.0,11919.0,6.49,4.47,0.45,0.15,0.04,2.68,1.43
2902,2902,TSC,2023,-37.4,0.3,-100.0,12654.0,-0.79,-0.66,0.2,0.19,0.01,4.05,3.92
2903,2903,TSC,2022,-13.56,0.23,-233.0,13944.0,-1.67,-1.53,0.09,0.2,-0.05,7.41,7.07
2904,2904,TSC,2024,486.0,0.2,5.0,11955.0,0.04,0.04,0.19,0.23,0.07,4.99,4.77
2905,2905,TSC,2020,27.12,0.25,114.0,12385.0,0.92,0.85,0.09,0.16,0.05,6.38,6.07
2906,2906,TSC,2021,18.54,1.06,778.0,13649.0,5.7,4.99,0.14,0.19,0.26,3.7,3.48
2907,2907,TTA,2024,10.95,1.15,1142.0,10861.0,10.51,5.39,0.95,0.58,0.34,0.79,0.79
2908,2908,TTA,2023,19.07,0.98,419.0,8183.0,5.12,2.32,1.21,0.56,0.19,0.48,0.48
2909,2909,TTA,2020,20.0,1.56,782.0,10008.0,7.81,2.73,1.86,0.65,0.29,0.24,0.24
2910,2910,TTA,2021,20.89,1.58,677.0,8932.0,7.58,2.81,1.7,0.57,0.23,0.37,0.37
2911,2911,TTA,2022,9.13,0.98,968.0,9045.0,10.7,4.46,1.4,0.62,0.3,0.5,0.5
2912,2912,TTC,2020,4.5,0.55,2028.0,16437.0,12.34,7.52,0.64,0.16,0.06,2.24,1.03
2913,2913,TTC,2021,5.3,0.55,2136.0,20509.0,10.41,7.11,0.46,0.15,0.07,2.79,1.44
2914,2914,TTC,2022,5.03,0.47,1937.0,20623.0,9.39,6.28,0.5,0.14,0.05,2.74,1.06
2915,2915,TTC,2023,9.05,0.57,1275.0,20175.0,6.32,4.05,0.56,0.14,0.04,2.61,1.03
2916,2916,TTC,2024,18.74,0.5,525.0,19601.0,2.68,1.94,0.38,0.14,0.02,3.48,1.28
2917,2917,TTE,2023,-167.69,0.97,-65.0,11238.0,-0.58,-0.15,2.89,0.62,0.04,1.58,1.58
2918,2918,TTE,2024,-46.27,3.81,-818.0,9940.0,-8.23,-2.56,2.21,0.55,-0.17,0.24,0.24
2919,2919,TTE,2020,-8.95,1.07,-1134.0,9500.0,-11.94,-3.42,2.49,0.41,-0.26,0.54,0.54
2920,2920,TTE,2021,21.78,2.0,964.0,10520.0,9.16,2.5,2.67,0.64,0.18,1.0,1.0
2921,2921,TTE,2022,15.83,1.06,755.0,11287.0,6.69,1.61,3.16,0.65,0.18,0.64,0.64
2922,2922,TTF,2020,61.5,-3.21,100.0,-1915.0,-5.22,1.36,-4.83,0.22,-0.03,0.55,0.27
2923,2923,TTF,2021,-500.0,9.52,-27.0,1417.0,-1.9,-0.31,5.23,0.17,-0.01,0.89,0.49
2924,2924,TTF,2022,510.0,4.01,8.0,1017.0,0.79,0.11,5.94,0.15,-0.01,1.29,0.84
2925,2925,TTF,2023,-13.08,6.54,-325.0,650.0,-50.03,-4.69,9.67,0.16,-0.03,1.2,0.89
2926,2926,TTF,2024,113.21,3.47,28.0,913.0,3.07,0.44,5.92,0.11,0.0,1.16,0.89
2927,2927,TTH,2020,-5.68,0.18,-352.0,10924.0,-3.22,-2.55,0.26,0.01,-0.09,3.53,1.98
2928,2928,TTH,2021,421.05,0.74,19.0,10740.0,0.18,0.11,0.68,0.05,0.0,2.05,1.19
2929,2929,TTH,2022,-37.5,0.17,-48.0,10828.0,-0.44,-0.23,0.93,0.02,-0.01,1.88,0.88
2930,2930,TTH,2023,7.16,0.32,517.0,11411.0,4.53,2.94,0.54,0.08,0.03,2.8,2.27
2931,2931,TTH,2024,,,0.0,inf,-3.08,-1.96,0.57,0.02,-0.01,2.61,2.57
2932,2932,TTL,2023,15.07,0.56,564.0,15172.0,3.72,0.84,3.44,0.11,0.02,1.15,0.81
2933,2933,TTL,2024,-62.57,0.78,-187.0,15052.0,-1.24,-0.28,3.37,0.08,0.0,1.16,0.82
2934,2934,TTL,2022,77.97,0.63,118.0,14529.0,0.81,0.22,2.76,0.05,0.01,1.14,0.88
2935,2935,TTL,2020,23.39,0.55,310.0,13071.0,2.37,0.83,1.84,0.06,0.0,1.3,1.1
2936,2936,TTL,2021,43.55,0.93,310.0,14503.0,2.14,0.59,2.62,0.05,0.0,1.2,0.95
2937,2937,TTT,2020,51.12,0.3,499.0,85583.0,0.58,0.52,0.12,0.0,0.02,8.16,8.1
2938,2938,TTT,2021,30.76,0.44,1182.0,83530.0,1.42,1.33,0.06,-0.16,0.1,15.81,15.75
2939,2939,TTT,2022,6.31,0.41,5890.0,89793.0,6.56,5.99,0.1,0.29,0.35,10.87,10.66
2940,2940,TTT,2023,5.25,0.3,5354.0,94405.0,5.67,5.07,0.12,0.18,0.28,9.08,8.92
2941,2941,TTT,2024,6.38,0.31,4742.0,97686.0,4.85,4.61,0.05,0.14,0.25,18.97,18.53
2942,2942,TV2,2023,,,0.0,inf,3.98,2.16,0.85,0.2,0.06,1.48,1.41
2943,2943,TV2,2022,26.9,1.05,783.0,20081.0,3.9,1.77,1.2,0.14,0.04,1.31,1.26
2944,2944,TV2,2024,34.86,1.72,958.0,19385.0,4.94,2.93,0.69,0.14,0.06,1.57,1.39
2945,2945,TV2,2020,3.48,0.78,7280.0,32409.0,22.46,7.86,1.86,0.13,0.1,1.59,1.49
2946,2946,TV2,2021,12.17,2.4,3613.0,18297.0,19.75,6.09,2.24,0.09,0.09,1.19,1.09
2947,2947,TV3,2020,8.5,1.44,2056.0,12120.0,16.96,6.15,1.76,0.26,0.06,1.0,0.9
2948,2948,TV3,2021,9.01,1.45,1830.0,11345.0,16.13,6.14,1.63,0.31,0.08,1.02,0.92
2949,2949,TV3,2022,10.14,1.42,1880.0,13429.0,14.0,7.38,0.9,0.37,0.09,1.21,1.0
2950,2950,TV3,2023,7.2,0.71,1402.0,14129.0,9.92,5.22,0.9,0.34,0.09,1.33,1.03
2951,2951,TV3,2024,8.39,0.66,1278.0,16295.0,7.84,4.58,0.71,0.28,0.08,1.39,1.05
2952,2952,TV4,2020,4.74,0.71,1748.0,11723.0,14.91,8.25,0.81,0.27,0.12,1.3,1.28
2953,2953,TV4,2021,6.08,0.98,1997.0,12326.0,16.2,9.96,0.63,0.3,0.14,1.55,1.5
2954,2954,TV4,2022,4.91,0.8,2099.0,12909.0,16.26,10.23,0.59,0.3,0.16,1.75,1.7
2955,2955,TV4,2023,6.66,0.84,1656.0,13092.0,12.65,8.76,0.44,0.3,0.18,1.99,1.91
2956,2956,TV4,2024,8.23,0.95,1551.0,13382.0,11.59,8.19,0.41,0.25,0.17,2.01,1.94
2957,2957,TVB,2023,9.88,0.63,564.0,8785.0,6.42,6.28,0.02,0.79,0.54,102.61,102.61
2958,2958,TVB,2022,23.87,0.34,155.0,10743.0,1.44,1.3,0.11,0.53,0.11,10.01,10.01
2959,2959,TVB,2024,7.45,0.82,1125.0,10244.0,10.98,10.72,0.02,0.72,0.62,42.54,42.54
2960,2960,TVB,2020,,,1373.0,11446.0,11.99,7.52,0.59,0.72,0.44,6.76,6.76
2961,2961,TVB,2021,6.86,1.5,3464.0,15862.0,21.84,16.55,0.32,0.86,0.74,6.84,6.84
2962,2962,TVC,2020,4.79,0.49,1868.0,18235.0,10.24,3.58,1.86,0.72,0.64,1.81,1.81
2963,2963,TVC,2021,4.23,0.73,5694.0,32880.0,17.32,10.94,0.58,0.86,1.45,3.23,3.23
2964,2964,TVC,2022,-1.56,0.26,-2883.0,17179.0,-16.78,-15.24,0.1,0.57,-2.47,10.76,10.76
2965,2965,TVC,2023,3.02,0.42,2088.0,14930.0,13.98,12.52,0.12,0.65,4.11,10.3,10.3
2966,2966,TVC,2024,3.75,0.62,2772.0,16870.0,16.43,14.49,0.13,0.77,1.61,8.85,8.85
2967,2967,TVD,2020,3.91,0.5,1464.0,11475.0,12.76,2.46,4.18,0.08,0.02,0.75,0.42
2968,2968,TVD,2021,4.51,0.88,2428.0,12436.0,19.52,4.61,3.23,0.09,0.03,0.72,0.35
2969,2969,TVD,2022,1.73,0.46,3921.0,14774.0,26.54,6.52,3.07,0.07,0.03,1.17,0.91
2970,2970,TVD,2023,4.03,0.79,3073.0,15733.0,19.53,6.5,2.0,0.07,0.03,1.26,1.01
2971,2971,TVD,2024,4.79,0.67,2098.0,15049.0,13.94,3.78,2.69,0.06,0.02,1.14,0.98
2972,2972,TVS,2024,10.73,1.29,1683.0,13986.0,12.03,3.8,2.16,0.7,0.3,1.35,1.35
2973,2973,TVS,2023,10.58,1.29,1662.0,13595.0,12.23,1.86,5.58,0.74,0.24,1.03,1.03
2974,2974,TVS,2022,36.86,0.91,408.0,16530.0,2.47,0.46,4.35,0.52,0.05,1.26,1.26
2975,2975,TVS,2020,2.82,0.5,2661.0,14964.0,17.78,5.95,1.99,0.66,0.45,1.52,1.52
2976,2976,TVS,2021,7.45,2.19,4886.0,16587.0,29.46,7.19,3.1,0.8,0.63,1.32,1.32
2977,2977,TVT,2020,5.14,0.62,3096.0,25467.0,12.16,4.46,1.72,0.11,0.05,1.06,0.8
2978,2978,TVT,2021,4.77,0.64,4365.0,32472.0,13.44,6.08,1.21,0.15,0.07,1.23,0.83
2979,2979,TVT,2022,7.73,0.68,2399.0,27131.0,8.84,3.03,1.92,0.11,0.04,1.21,0.78
2980,2980,TVT,2023,25.68,0.54,557.0,26554.0,2.1,0.83,1.53,0.09,0.01,1.26,0.63
2981,2981,TVT,2024,14.18,0.6,1116.0,26209.0,4.26,1.8,1.36,0.12,0.02,1.3,0.58
2982,2982,TXM,2020,115.38,0.36,52.0,16649.0,0.31,0.27,0.18,0.21,0.0,6.64,6.58
2983,2983,TXM,2021,8700.0,0.67,1.0,12920.0,0.01,0.01,0.4,0.15,-0.0,3.47,3.43
2984,2984,TXM,2022,1200.0,0.18,3.0,19588.0,0.02,0.01,0.7,0.16,0.0,2.41,2.34
2985,2985,TXM,2023,-6.9,0.29,-667.0,15845.0,-4.21,-3.45,0.22,0.17,-0.04,5.5,5.48
2986,2986,TXM,2024,-27.22,0.29,-169.0,15672.0,-1.08,-0.71,0.52,0.11,-0.01,2.92,2.92
2987,2987,TYA,2024,,,0.0,inf,14.11,6.24,1.26,0.1,0.05,1.67,1.27
2988,2988,TYA,2023,316.89,0.64,30.0,14971.0,0.2,0.1,0.99,0.07,0.02,1.83,1.23
2989,2989,TYA,2021,7.41,1.01,2124.0,15514.0,13.69,5.51,1.49,0.08,0.04,1.53,0.83
2990,2990,TYA,2020,5.1,0.76,2331.0,15575.0,14.97,8.01,0.87,0.1,0.05,1.9,1.34
2991,2991,TYA,2022,10.85,0.7,1010.0,15549.0,6.5,3.05,1.13,0.06,0.02,1.72,1.07
2992,2992,UIC,2020,6.99,1.45,6217.0,30039.0,20.7,11.71,0.77,0.03,0.03,1.38,0.94
2993,2993,UIC,2021,8.61,1.43,6690.0,40400.0,16.56,12.33,0.34,0.03,0.03,2.13,1.21
2994,2994,UIC,2022,6.02,0.87,6283.0,43570.0,14.42,10.7,0.35,0.03,0.02,2.15,1.26
2995,2995,UIC,2023,5.4,0.65,6021.0,50362.0,11.96,8.52,0.4,0.03,0.02,2.29,1.5
2996,2996,UIC,2024,5.66,0.7,7035.0,56770.0,12.39,7.96,0.56,0.03,0.03,1.64,1.26
2997,2997,UNI,2020,217.95,0.81,39.0,10483.0,0.37,0.33,0.13,-0.05,0.18,0.47,0.47
2998,2998,UNI,2021,17800.0,1.91,1.0,9309.0,0.01,0.01,0.6,0.29,-0.23,0.03,0.03
2999,2999,UNI,2022,637.5,0.95,16.0,10738.0,0.15,0.05,1.9,0.98,-3.37,4.3,0.97
3000,3000,UNI,2023,188.37,0.76,43.0,10602.0,0.41,0.13,2.03,0.96,0.13,4.46,0.84
3001,3001,UNI,2024,352.38,0.71,21.0,10450.0,0.2,0.07,2.06,0.89,0.38,4.29,0.81
3002,3002,V12,2024,14.81,0.83,782.0,13932.0,5.61,1.45,2.88,0.06,0.02,1.3,1.27
3003,3003,V12,2022,8.71,0.61,1063.0,15259.0,6.97,1.43,3.89,0.05,0.02,1.18,1.14
3004,3004,V12,2023,10.0,0.58,993.0,17029.0,5.83,1.57,2.72,0.07,0.03,1.31,1.25
3005,3005,V12,2020,4.26,0.47,1685.0,15334.0,10.99,1.43,6.69,0.05,0.02,1.07,0.87
3006,3006,V12,2021,13.83,0.96,1056.0,15198.0,6.95,1.09,5.36,0.06,0.02,1.15,1.0
3007,3007,V21,2020,44.79,0.44,96.0,9781.0,0.98,0.26,2.73,0.09,0.02,1.38,0.92
3008,3008,V21,2021,44.98,1.38,309.0,10060.0,3.07,1.11,1.78,0.05,0.04,1.29,0.97
3009,3009,V21,2022,44.16,0.34,77.0,10100.0,0.76,0.29,1.6,0.08,0.01,1.29,0.93
3010,3010,V21,2023,1240.0,0.6,5.0,10330.0,0.05,0.02,1.65,0.1,0.0,1.28,0.87
3011,3011,V21,2024,-67.35,0.66,-98.0,10060.0,-0.97,-0.32,2.03,0.1,-0.02,1.26,0.85
3012,3012,VAF,2020,13.44,0.63,572.0,12123.0,4.72,3.67,0.29,0.24,0.04,3.75,1.56
3013,3013,VAF,2021,14.14,0.85,743.0,12303.0,6.04,4.2,0.44,0.23,0.04,2.77,1.17
3014,3014,VAF,2022,7.25,0.58,1005.0,12615.0,7.97,6.18,0.29,0.28,0.05,3.87,1.2
3015,3015,VAF,2023,7.33,0.92,1678.0,13406.0,12.52,9.57,0.31,0.25,0.05,3.73,0.83
3016,3016,VAF,2024,8.82,0.97,1514.0,13731.0,11.03,5.32,1.07,0.23,0.06,1.86,1.07
3017,3017,VBC,2024,4.94,0.83,3721.0,22185.0,16.77,6.98,1.4,0.09,0.04,1.41,1.04
3018,3018,VBC,2023,6.27,1.12,2970.0,16697.0,17.79,7.23,1.46,0.1,0.04,1.35,1.0
3019,3019,VBC,2020,5.24,1.09,2891.0,13947.0,20.73,6.54,2.17,0.09,0.04,1.16,0.81
3020,3020,VBC,2021,7.15,1.41,2625.0,13280.0,19.77,6.48,2.05,0.08,0.03,1.23,0.84
3021,3021,VBC,2022,6.56,1.19,2886.0,15899.0,18.15,5.93,2.06,0.09,0.04,1.22,0.8
3022,3022,VC1,2020,10.57,0.43,804.0,19919.0,4.04,1.11,2.62,0.02,-0.14,1.29,0.91
3023,3023,VC1,2021,38.93,1.1,578.0,20504.0,2.82,0.83,2.39,0.06,0.03,1.31,0.85
3024,3024,VC1,2022,29.5,0.48,339.0,20882.0,1.62,0.6,1.7,0.06,0.0,1.44,1.09
3025,3025,VC1,2023,36.24,0.38,218.0,20615.0,1.06,0.37,1.86,0.08,0.03,1.36,1.0
3026,3026,VC1,2024,30.69,0.43,277.0,19927.0,1.39,0.49,1.82,0.06,0.02,1.37,0.83
3027,3027,VC2,2023,38.83,0.62,273.0,17094.0,1.6,0.51,2.11,0.11,0.02,1.25,1.03
3028,3028,VC2,2022,13.12,0.57,625.0,14317.0,4.37,1.28,2.4,0.13,0.03,1.16,0.94
3029,3029,VC2,2024,11.76,0.7,816.0,13714.0,5.95,1.98,2.0,0.11,0.04,1.45,1.22
3030,3030,VC2,2020,7.74,0.4,1070.0,20766.0,5.15,0.96,4.37,0.12,0.03,1.08,0.72
3031,3031,VC2,2021,16.45,1.54,3349.0,35776.0,9.36,2.79,2.36,0.14,0.04,1.14,0.96
3032,3032,VC3,2020,37.79,0.72,231.0,12131.0,1.9,1.04,0.83,0.44,0.13,3.18,2.19
3033,3033,VC3,2021,35.84,2.8,916.0,11716.0,7.82,4.03,0.94,0.47,0.45,2.52,1.8
3034,3034,VC3,2022,21.77,1.33,999.0,16322.0,6.12,1.98,2.1,0.3,0.21,1.47,0.45
3035,3035,VC3,2023,15.9,1.67,1262.0,11998.0,10.52,4.18,1.51,0.33,0.22,1.57,0.49
3036,3036,VC3,2024,6.14,0.29,4110.0,88353.0,4.65,2.14,1.17,0.29,0.19,1.75,0.55
3037,3037,VC6,2020,7.17,0.32,624.0,13820.0,4.52,0.71,5.36,0.04,0.01,1.09,0.8
3038,3038,VC6,2021,7.94,0.62,1111.0,14330.0,7.75,1.37,4.66,0.04,0.01,1.11,0.92
3039,3039,VC6,2022,5.59,0.37,1013.0,15225.0,6.65,1.25,4.33,0.06,0.02,1.15,0.91
3040,3040,VC6,2023,5.25,0.59,1793.0,16004.0,11.2,1.81,5.18,0.05,0.01,1.11,0.83
3041,3041,VC6,2024,6.72,1.01,2492.0,16586.0,15.02,2.4,5.26,0.06,0.02,1.11,0.61
3042,3042,VC7,2024,131.18,1.11,93.0,10959.0,0.85,0.6,0.41,0.14,0.05,1.11,1.02
3043,3043,VC7,2023,18.63,0.72,805.0,20695.0,3.89,2.73,0.43,0.19,0.13,1.11,1.0
3044,3044,VC7,2020,11.65,0.39,377.0,11304.0,3.34,1.88,0.77,-0.0,-0.22,1.05,0.86
3045,3045,VC7,2021,52.05,1.06,401.0,19681.0,2.04,1.37,0.49,0.06,-0.12,1.27,1.05
3046,3046,VC7,2022,21.69,0.52,261.0,10858.0,2.4,1.49,0.61,0.13,0.04,1.04,0.87
3047,3047,VC9,2020,-2.74,0.37,-1790.0,13137.0,-13.63,-1.66,7.19,0.03,-0.03,1.08,0.76
3048,3048,VC9,2021,102.07,18.04,145.0,820.0,17.68,0.14,123.17,0.18,-0.0,1.05,0.8
3049,3049,VC9,2022,36.08,5.85,158.0,974.0,16.22,0.16,102.86,0.04,-0.08,1.06,0.84
3050,3050,VC9,2023,56.12,1.25,98.0,4397.0,2.23,0.14,14.9,0.13,0.0,1.05,0.79
3051,3051,VC9,2024,100.0,1.24,47.0,3777.0,1.24,0.09,12.17,0.09,0.01,1.1,0.73
3052,3052,VCA,2023,18.02,0.68,480.0,12653.0,3.79,2.58,0.47,0.03,0.01,2.7,0.84
3053,3053,VCA,2022,-27.58,0.88,-388.0,12160.0,-3.19,-1.59,1.01,0.01,-0.0,1.68,0.64
3054,3054,VCA,2024,178.68,0.96,68.0,12614.0,0.54,0.32,0.66,0.02,0.0,2.31,0.78
3055,3055,VCA,2020,,,1387.0,14584.0,9.51,6.73,0.41,0.04,0.01,2.47,1.22
3056,3056,VCA,2021,5.87,0.89,2396.0,15837.0,15.13,6.28,1.41,0.04,0.02,1.52,0.48
3057,3057,VCB,2021,10.56,2.12,4195.0,20884.0,20.09,1.55,11.96,,,,
3058,3058,VCB,2022,7.73,1.7,5821.0,26409.0,22.04,1.65,12.37,,,,
3059,3059,VCB,2023,9.79,1.96,5449.0,27220.0,20.02,1.8,10.15,,,,
3060,3060,VCB,2024,10.01,1.7,6053.0,35597.0,17.0,1.62,9.48,,,,
3061,3061,VCB,2020,9.53,1.87,4470.0,22795.0,19.61,1.39,13.09,,,,
3062,3062,VCC,2020,16.28,0.68,524.0,12520.0,4.19,0.72,4.83,0.11,0.01,1.09,0.88
3063,3063,VCC,2021,51.49,2.45,539.0,11348.0,4.75,0.72,5.61,0.1,0.01,1.14,0.8
3064,3064,VCC,2022,15.38,0.85,698.0,12678.0,5.51,0.7,6.84,0.09,0.01,1.14,0.76
3065,3065,VCC,2023,20.94,0.64,616.0,20176.0,3.05,0.65,3.72,0.08,0.01,1.22,0.82
3066,3066,VCC,2024,28.99,0.79,307.0,11299.0,2.72,0.6,3.55,0.09,0.01,1.23,0.78
3067,3067,VCF,2023,8.88,1.89,16929.0,79491.0,21.3,16.93,0.26,0.22,0.24,3.31,2.93
3068,3068,VCF,2024,10.92,2.57,16797.0,71289.0,23.56,17.94,0.31,0.2,0.22,1.43,0.96
3069,3069,VCF,2022,14.75,2.83,12006.0,62562.0,19.19,15.15,0.27,0.22,0.18,4.04,3.19
3070,3070,VCF,2020,6.03,2.91,27224.0,56376.0,48.29,33.94,0.42,0.31,0.31,2.58,2.2
3071,3071,VCF,2021,11.54,3.92,16134.0,47498.0,33.97,22.04,0.54,0.25,0.25,2.21,1.87
3072,3072,VCG,2020,6.89,1.54,3667.0,16369.0,22.4,8.18,1.74,0.15,0.37,1.49,1.24
3073,3073,VCG,2021,34.32,1.77,950.0,18378.0,5.17,1.27,3.06,0.14,0.12,1.38,1.15
3074,3074,VCG,2022,7.79,0.61,1607.0,20400.0,7.88,2.44,2.22,0.11,0.11,1.57,1.01
3075,3075,VCG,2023,26.21,1.03,752.0,19086.0,3.94,1.31,2.0,0.09,0.04,1.3,0.82
3076,3076,VCG,2024,10.27,0.87,1579.0,18604.0,8.49,3.21,1.64,0.16,0.11,1.41,0.84
3077,3077,VCI,2023,,,0.0,inf,6.67,2.85,1.34,0.57,0.23,1.81,1.81
3078,3078,VCI,2022,8.67,1.16,1999.0,14942.0,13.38,6.1,1.19,0.56,0.32,1.89,1.89
3079,3079,VCI,2024,,,0.0,inf,7.04,3.42,1.05,0.54,0.29,2.03,2.03
3080,3080,VCI,2020,3.3,0.56,4668.0,27450.0,17.01,9.17,0.85,0.7,0.55,2.23,2.23
3081,3081,VCI,2021,8.99,2.06,4502.0,19651.0,22.91,9.01,1.54,0.64,0.5,1.72,1.72
3082,3082,VCM,2020,2.74,0.31,2725.0,24370.0,11.18,8.03,0.39,0.36,0.13,2.61,2.59
3083,3083,VCM,2021,27.54,0.38,324.0,23711.0,1.37,1.06,0.29,0.2,0.04,2.76,2.74
3084,3084,VCM,2022,130.67,0.44,75.0,22375.0,0.34,0.24,0.4,0.2,-0.1,2.47,2.46
3085,3085,VCM,2023,27.45,0.35,286.0,22521.0,1.27,1.0,0.27,0.19,0.03,3.19,3.11
3086,3086,VCM,2024,13.83,0.69,593.0,11907.0,4.98,3.78,0.32,0.16,0.07,2.96,2.46
3087,3087,VCS,2020,7.66,2.84,8251.0,22284.0,37.03,23.59,0.57,0.35,0.3,2.45,1.44
3088,3088,VCS,2021,9.17,3.33,9890.0,27203.0,36.36,25.71,0.41,0.35,0.3,3.11,2.05
3089,3089,VCS,2022,7.42,1.75,6425.0,27232.0,23.59,17.43,0.35,0.31,0.24,3.4,1.82
3090,3090,VCS,2023,9.91,1.68,5041.0,29695.0,16.98,13.09,0.3,0.28,0.23,3.83,1.99
3091,3091,VCS,2024,12.64,2.0,4824.0,30539.0,15.8,12.48,0.27,0.27,0.22,4.12,2.75
3092,3092,VDL,2023,,,0.0,inf,-17.51,-16.34,0.07,-0.06,-0.14,13.39,6.31
3093,3093,VDL,2022,-19.11,1.63,-1111.0,13007.0,-8.54,-7.74,0.1,0.03,-0.07,8.89,1.78
3094,3094,VDL,2024,,,0.0,inf,-5.59,-5.27,0.06,0.07,-0.06,13.01,7.61
3095,3095,VDL,2020,,,0.0,inf,0.0,0.0,0.08,0.09,0.05,9.52,4.59
3096,3096,VDL,2021,91.65,1.44,222.0,14116.0,1.57,1.38,0.14,0.08,0.02,6.11,1.77
3097,3097,VDP,2024,,,0.0,inf,9.53,6.44,0.48,0.26,0.09,2.53,1.56
3098,3098,VDP,2023,6.12,0.67,4766.0,43489.0,10.96,7.34,0.49,0.27,0.09,2.42,1.6
3099,3099,VDP,2020,5.05,0.47,3900.0,42284.0,9.22,5.6,0.65,0.23,0.08,1.79,1.14
3100,3100,VDP,2021,6.71,0.69,3752.0,36402.0,10.31,5.84,0.77,0.24,0.09,1.66,0.94
3101,3101,VDP,2022,6.52,0.77,4029.0,34325.0,11.74,6.67,0.76,0.25,0.09,1.94,1.22
3102,3102,VDS,2020,3.54,0.46,1500.0,11647.0,12.88,5.84,1.2,0.56,0.42,1.81,1.81
3103,3103,VDS,2021,4.64,1.2,4050.0,15660.0,25.86,10.55,1.45,0.61,0.52,1.69,1.69
3104,3104,VDS,2022,-9.72,0.57,-615.0,10551.0,-5.83,-2.85,1.04,-0.05,-0.19,1.98,1.98
3105,3105,VDS,2023,8.94,1.21,1560.0,11517.0,13.55,6.16,1.2,0.67,0.53,1.74,1.74
3106,3106,VDS,2024,14.76,1.52,1287.0,12470.0,10.32,4.53,1.28,0.48,0.36,1.72,1.72
3107,3107,VE1,2023,-6.31,0.87,-618.0,4460.0,-13.86,-13.04,0.06,0.11,-0.6,15.63,14.56
3108,3108,VE1,2022,-3.36,0.55,-833.0,5075.0,-16.41,-15.7,0.05,0.08,-1.19,21.23,20.81
3109,3109,VE1,2024,7.14,0.15,476.0,23298.0,2.04,1.89,0.08,0.66,0.16,12.48,11.47
3110,3110,VE1,2020,-4.75,0.81,-968.0,5711.0,-16.95,-16.12,0.05,0.04,-0.82,18.38,17.82
3111,3111,VE1,2021,40.21,1.32,194.0,5889.0,3.29,3.06,0.07,0.09,0.08,13.23,12.93
3112,3112,VE3,2020,16.44,0.63,511.0,13409.0,3.81,1.29,1.95,0.1,0.02,1.34,0.78
