,Unnamed: 0,Mã,Năm,P/E,P/B,EPS,BVPS,ROE (%),ROA (%),Nợ / Vốn chủ sở hữu (DE),Biên lợi nhuận gộp,Biên lợi nhuận ròng,Thanh khoản hiện hành,Thanh khoản nhanh
249,249,BMC,2021,15.57,1.3,1253.0,14950.0,8.38,7.16,0.17,0.3,0.16,5.33,2.77
250,250,BMI,2020,8.67,0.73,1813.0,21385.0,8.48,2.98,1.85,0.04,0.01,1.28,1.28
251,251,BMI,2021,15.32,1.67,1858.0,17011.0,10.92,3.45,2.16,0.05,0.02,1.29,1.29
252,252,BMI,2022,6.43,0.77,2288.0,19037.0,12.02,4.13,1.91,0.06,0.03,1.36,1.36
253,253,BMI,2023,6.35,0.79,2583.0,20750.0,12.45,4.7,1.65,0.05,0.02,1.43,1.43
254,254,BMI,2024,11.03,0.94,1639.0,19223.0,8.53,3.19,1.67,0.05,0.01,1.38,1.38
255,255,BMP,2020,6.65,1.41,6384.0,30193.0,21.14,17.29,0.22,0.27,0.14,4.03,3.28
256,256,BMP,2021,16.45,1.54,2619.0,28019.0,9.35,7.55,0.24,0.15,0.06,3.84,2.66
257,257,BMP,2022,5.61,1.49,8481.0,32021.0,26.49,22.8,0.16,0.28,0.15,5.49,4.06
258,258,BMP,2023,7.44,2.88,12717.0,32858.0,38.7,31.98,0.21,0.41,0.25,4.75,4.08
259,259,BMP,2024,10.83,3.97,12103.0,33004.0,36.67,30.96,0.18,0.43,0.27,5.4,4.43
260,260,BNA,2023,4.54,0.43,1832.0,19501.0,9.39,4.23,1.22,0.11,0.04,1.63,0.88
261,261,BNA,2022,2.76,0.43,3185.0,20297.0,15.69,7.69,1.04,0.16,0.09,1.64,0.72
262,262,BNA,2024,4.78,0.47,2135.0,21645.0,9.86,3.27,2.02,0.1,0.04,1.31,0.85
263,263,BNA,2020,1.4,0.28,4046.0,20172.0,20.06,10.12,0.98,0.14,0.07,0.88,0.46
264,264,BNA,2021,3.83,0.65,6631.0,39071.0,16.97,10.94,0.55,0.15,0.08,2.11,1.06
265,265,BPC,2020,7.44,0.41,1216.0,22247.0,5.47,2.58,1.11,0.14,0.03,1.86,1.6
266,266,BPC,2021,12.54,0.49,988.0,25382.0,3.89,2.05,0.9,0.1,0.02,2.07,1.6
267,267,BPC,2022,29.6,0.34,287.0,24700.0,1.16,0.53,1.21,0.09,0.01,1.81,1.48
268,268,BPC,2023,30.56,0.37,297.0,24725.0,1.2,0.6,0.99,0.1,0.01,1.99,1.69
269,269,BPC,2024,33.41,0.4,292.0,24671.0,1.18,0.62,0.9,0.09,0.01,2.1,1.86
270,270,BRC,2023,6.53,0.6,1569.0,16951.0,9.26,6.68,0.39,0.22,0.07,2.44,1.48
271,271,BRC,2022,5.26,0.47,1505.0,16997.0,8.85,6.02,0.47,0.22,0.07,2.11,1.23
272,272,BRC,2024,7.54,0.77,1754.0,17177.0,10.21,7.03,0.45,0.2,0.06,2.33,1.4
273,273,BRC,2020,4.59,0.47,1707.0,16699.0,10.22,7.18,0.42,0.25,0.09,2.05,1.13
274,274,BRC,2021,6.77,0.69,1753.0,17091.0,10.26,6.97,0.47,0.23,0.08,2.02,1.22
275,275,BSC,2020,42.42,1.0,240.0,10152.0,2.36,2.21,0.07,0.33,0.02,14.01,14.01
276,276,BSC,2021,634.33,1.93,31.0,10193.0,0.3,0.28,0.08,0.57,0.02,14.91,14.91
277,277,BSC,2022,19.57,0.96,594.0,12052.0,4.93,4.6,0.07,0.69,0.29,13.18,13.18
278,278,BSC,2023,14.84,1.02,753.0,10951.0,6.88,6.38,0.08,0.71,0.44,12.12,12.12
279,279,BSC,2024,,,0.0,inf,5.32,4.98,0.07,0.53,0.25,11.92,11.92
280,280,BSI,2020,,,1047.0,12250.0,8.55,4.36,0.96,0.32,0.18,2.0,2.0
281,281,BSI,2021,10.58,2.2,2936.0,14144.0,20.76,5.94,2.49,0.52,0.33,1.33,1.33
282,282,BSI,2022,16.17,0.42,811.0,31513.0,2.57,2.01,0.28,0.4,0.14,4.48,4.48
283,283,BSI,2023,18.65,1.63,2105.0,24153.0,8.72,4.9,0.78,0.64,0.4,2.27,2.27
284,284,BSI,2024,22.59,1.84,1956.0,23969.0,8.16,4.0,1.04,0.61,0.37,1.86,1.86
285,285,BTP,2023,11.5,0.69,1187.0,19865.0,5.98,4.93,0.21,0.02,0.09,5.98,4.44
286,286,BTP,2022,9.23,0.53,1170.0,20557.0,5.69,4.42,0.29,0.06,0.15,4.91,4.25
287,287,BTP,2024,,,0.0,inf,3.31,2.78,0.19,0.05,0.1,4.6,3.24
288,288,BTP,2020,7.12,0.47,1338.0,20223.0,6.62,4.73,0.4,0.12,0.13,5.47,4.7
289,289,BTP,2021,5.92,0.59,2103.0,21081.0,9.98,6.66,0.5,0.06,0.12,2.55,2.27
290,290,BTS,2020,30.48,0.38,140.0,11326.0,1.24,0.53,1.33,0.1,0.0,0.32,0.11
291,291,BTS,2021,25.78,0.89,405.0,11726.0,3.45,1.63,1.12,0.11,0.02,0.36,0.12
292,292,BTS,2022,14.41,0.55,436.0,11495.0,3.79,1.62,1.34,0.1,0.01,0.53,0.19
293,293,BTS,2023,-7.06,0.54,-779.0,10264.0,-7.59,-2.75,1.76,0.05,-0.06,0.45,0.14
294,294,BTS,2024,-3.06,0.57,-1601.0,8665.0,-18.48,-6.39,1.89,-0.0,-0.1,0.37,0.12
295,295,BTT,2020,36.54,1.67,1105.0,24214.0,4.56,3.35,0.36,0.39,0.09,2.75,2.26
296,296,BTT,2021,110.7,1.44,324.0,24885.0,1.3,1.01,0.29,0.41,0.05,5.36,4.06
297,297,BTT,2022,25.15,1.24,1285.0,26090.0,4.93,3.82,0.29,0.51,0.14,4.9,3.86
298,298,BTT,2023,7.32,0.93,3665.0,28729.0,12.76,9.73,0.31,0.5,0.26,3.67,2.85
299,299,BTT,2024,10.94,1.32,3476.0,28864.0,12.04,9.28,0.3,0.48,0.21,3.95,2.83
300,300,BTW,2024,7.96,1.43,5028.0,27918.0,18.01,12.36,0.46,0.39,0.1,1.55,1.32
301,301,BTW,2023,7.07,1.26,4663.0,26133.0,17.84,11.82,0.51,0.37,0.1,1.53,1.34
302,302,BTW,2022,5.39,0.89,4368.0,26305.0,16.61,10.68,0.56,0.35,0.11,1.56,1.45
303,303,BTW,2020,6.99,1.19,3268.0,19129.0,17.08,12.6,0.36,0.32,0.1,1.93,1.76
304,304,BTW,2021,11.26,1.32,2730.0,23318.0,11.71,8.62,0.36,0.33,0.08,1.98,1.82
305,305,BVH,2020,27.76,2.13,2097.0,27331.0,7.67,1.09,6.03,-0.06,-0.17,4.65,4.64
306,306,BVH,2021,19.83,1.72,2526.0,29111.0,8.68,1.13,6.69,0.02,-0.15,4.58,4.57
307,307,BVH,2022,21.28,1.55,2089.0,28649.0,7.29,0.77,8.48,0.0,-0.15,3.61,3.61
308,308,BVH,2023,16.05,1.29,2404.0,29980.0,8.02,0.81,8.93,-0.06,-0.21,3.97,3.97
309,309,BVH,2024,18.05,1.6,2809.0,31666.0,8.87,0.83,9.69,-0.02,-0.2,2.97,2.96
310,310,BVS,2020,10.77,0.76,1389.0,19671.0,7.06,3.88,0.82,0.44,0.27,2.15,2.15
311,311,BVS,2021,11.04,1.46,3042.0,23055.0,13.19,4.95,1.67,0.55,0.31,1.6,1.6
312,312,BVS,2022,6.49,0.44,2782.0,41306.0,6.74,3.81,0.77,0.43,0.21,2.2,2.2
313,313,BVS,2023,12.15,1.03,2052.0,24269.0,8.46,3.25,1.6,0.5,0.27,1.55,1.55
314,314,BVS,2024,15.98,1.12,2315.0,33034.0,7.01,3.04,1.3,0.49,0.21,1.61,1.61
315,315,BWE,2024,19.06,2.22,2423.0,20818.0,11.64,4.52,1.57,0.43,0.18,1.32,0.96
316,316,BWE,2023,12.11,1.65,2902.0,21358.0,13.59,5.56,1.44,0.44,0.21,1.13,0.75
317,317,BWE,2022,12.84,2.1,3196.0,19524.0,16.37,7.44,1.2,0.41,0.23,1.4,1.04
318,318,BWE,2021,10.93,2.08,3254.0,17064.0,19.07,8.25,1.31,0.42,0.28,1.35,1.01
319,319,BWE,2020,9.57,1.5,2748.0,17499.0,15.7,6.49,1.42,0.41,0.2,1.24,0.92
320,320,BXH,2020,7.84,0.54,1326.0,19291.0,6.87,2.77,1.48,0.15,0.02,1.61,1.25
321,321,BXH,2021,54.18,1.58,300.0,10263.0,2.92,1.26,1.33,0.11,0.01,1.66,1.19
322,322,BXH,2022,20.01,0.56,517.0,18492.0,2.8,1.44,0.95,0.12,0.01,1.97,1.52
323,323,BXH,2023,47.17,1.03,400.0,18379.0,2.18,1.06,1.06,0.12,0.0,1.85,1.42
324,324,BXH,2024,,,0.0,inf,0.99,0.56,0.79,0.1,-0.0,2.19,1.83
325,325,C32,2023,-9.36,0.47,-1795.0,35651.0,-5.03,-3.12,0.61,0.1,-0.06,1.41,1.12
326,326,C32,2022,13.42,0.47,1298.0,37162.0,3.49,2.03,0.72,0.11,0.03,1.47,1.28
327,327,C32,2024,23.31,0.48,755.0,36411.0,2.07,1.44,0.44,0.1,0.01,1.22,0.86
328,328,C32,2020,4.68,0.71,5070.0,33567.0,15.1,8.52,0.77,0.2,0.14,1.28,1.1
329,329,C32,2021,6.35,0.82,4618.0,35814.0,12.89,7.74,0.67,0.14,0.16,1.54,1.34
330,330,C47,2020,7.9,0.56,857.0,11989.0,7.15,1.34,4.31,0.12,0.04,1.09,0.36
331,331,C47,2021,8.06,1.04,2331.0,18143.0,12.85,2.82,3.56,0.13,0.05,1.28,0.47
332,332,C47,2022,10.25,0.35,544.0,15917.0,3.42,0.78,3.36,0.13,0.02,1.43,0.56
333,333,C47,2023,14.43,0.49,485.0,14381.0,3.37,0.82,3.13,0.11,0.01,1.22,0.4
334,334,C47,2024,55.56,0.5,108.0,12113.0,0.89,0.18,4.06,0.09,0.0,1.76,1.05
335,335,C69,2020,16.07,0.66,691.0,16926.0,4.08,2.8,0.46,0.1,0.04,2.48,1.4
336,336,C69,2021,40.11,0.94,426.0,18201.0,2.34,1.84,0.27,0.12,0.06,5.31,2.94
337,337,C69,2022,13.1,0.44,430.0,12682.0,3.39,1.89,0.8,0.06,0.03,2.2,1.33
338,338,C69,2023,44.52,0.52,155.0,13393.0,1.16,0.72,0.6,0.05,0.01,2.53,1.54
339,339,C69,2024,,,0.0,inf,1.98,1.42,0.4,0.05,0.03,3.06,1.39
340,340,CAG,2024,-164.58,0.76,-48.0,10391.0,-0.46,-0.45,0.03,0.04,-0.14,23.99,23.31
341,341,CAG,2022,20.37,0.85,364.0,8681.0,4.19,3.99,0.05,0.23,0.12,12.02,11.42
342,342,CAG,2023,40.03,0.84,179.0,8496.0,2.11,2.03,0.04,0.15,0.07,20.83,20.13
343,343,CAG,2020,,,259.0,8331.0,3.11,2.99,0.04,0.24,0.09,11.85,11.47
344,344,CAG,2021,66.2,2.37,319.0,8924.0,3.57,3.41,0.05,0.26,0.12,13.65,13.11
345,345,CAN,2020,5.92,0.83,3623.0,25922.0,13.98,4.56,2.07,0.19,0.03,1.26,0.31
346,346,CAN,2021,9.98,1.99,5164.0,25942.0,19.91,6.47,2.08,0.21,0.04,1.29,0.38
347,347,CAN,2022,14.27,1.55,3203.0,29537.0,10.84,3.27,2.32,0.19,0.03,1.28,0.26
348,348,CAN,2023,27.46,2.18,2414.0,30357.0,7.95,3.0,1.65,0.2,0.02,1.43,0.32
349,349,CAN,2024,175.32,1.86,308.0,29065.0,1.06,0.54,0.97,0.2,0.0,1.77,0.71
350,350,CAP,2024,20.53,2.41,1983.0,16922.0,11.72,7.87,0.49,0.14,0.06,2.78,1.33
351,351,CAP,2020,1.46,0.73,6910.0,13693.0,50.46,21.06,1.4,0.19,0.11,1.27,0.75
352,352,CAP,2021,2.38,1.31,10190.0,18477.0,55.15,30.13,0.83,0.2,0.13,1.63,0.59
353,353,CAP,2022,2.22,1.19,14286.0,26617.0,53.67,42.24,0.27,0.28,0.2,3.92,1.92
354,354,CAP,2023,4.93,1.95,9337.0,23571.0,39.61,33.61,0.18,0.27,0.19,6.08,2.91
355,355,CAR,2024,,,0.0,inf,6.54,6.03,0.08,0.36,0.12,5.98,5.79
356,356,CAR,2023,,,936.0,11114.0,8.42,7.25,0.16,0.35,0.11,2.55,2.46
357,357,CCI,2020,9.55,1.05,1443.0,13184.0,10.94,4.35,1.52,0.14,0.13,11.35,10.95
358,358,CCI,2021,13.06,1.52,1542.0,13263.0,11.63,4.73,1.46,0.15,0.14,15.99,15.48
359,359,CCI,2022,20.34,1.92,1195.0,12694.0,9.41,3.2,1.94,0.11,0.06,15.65,15.42
360,360,CCI,2023,19.26,1.83,1222.0,12868.0,9.5,3.21,1.96,0.11,0.07,14.02,13.8
361,361,CCI,2024,14.28,1.72,1650.0,13700.0,12.04,4.13,1.92,0.1,0.1,12.42,12.27
362,362,CCL,2020,5.18,0.64,1328.0,10799.0,12.3,6.17,0.99,0.15,0.1,1.95,1.4
363,363,CCL,2021,8.86,1.17,1479.0,11175.0,13.23,6.49,1.04,0.19,0.1,2.15,1.59
364,364,CCL,2022,4.32,0.38,1014.0,11561.0,8.77,4.12,1.13,0.25,0.13,2.24,1.69
365,365,CCL,2023,,,0.0,inf,8.41,5.07,0.66,0.38,0.22,3.75,2.68
366,366,CCL,2024,14.08,0.82,640.0,10937.0,5.85,3.74,0.56,0.35,0.19,3.66,2.66
367,367,CCR,2024,,,0.0,inf,5.89,5.26,0.12,0.27,0.12,2.06,2.0
368,368,CCR,2023,18.14,0.91,569.0,11354.0,5.01,4.53,0.11,0.28,0.13,2.12,2.07
369,369,CCR,2022,18.52,0.96,591.0,11437.0,5.17,4.7,0.1,0.26,0.12,2.45,2.38
370,370,CCR,2021,12.82,1.81,1742.0,12353.0,14.1,13.04,0.08,0.44,0.29,2.35,2.29
371,371,CCR,2020,,,958.0,11479.0,8.35,7.26,0.15,0.39,0.2,1.06,1.03
372,372,CDC,2020,6.88,0.76,1736.0,15627.0,11.11,3.36,2.3,0.1,0.1,1.52,1.1
373,373,CDC,2021,14.14,1.35,795.0,8327.0,9.55,2.31,3.14,0.06,0.02,1.2,0.96
374,374,CDC,2022,54.91,0.81,211.0,14341.0,1.47,0.28,4.2,0.04,-0.01,1.26,1.05
375,375,CDC,2023,32.72,0.83,389.0,15367.0,2.53,0.47,4.34,0.07,0.01,1.33,1.01
376,376,CDC,2024,8.61,0.64,1257.0,16998.0,7.39,1.33,4.55,0.06,0.01,1.37,1.12
377,377,CDN,2023,9.15,1.49,2781.0,17076.0,16.29,12.5,0.3,0.37,0.28,4.68,4.58
378,378,CDN,2022,9.12,1.56,2745.0,16022.0,17.13,13.2,0.3,0.39,0.28,3.86,3.76
379,379,CDN,2024,10.76,1.77,3044.0,18491.0,16.46,12.25,0.34,0.36,0.26,3.74,3.67
380,380,CDN,2020,9.99,1.49,2115.0,14200.0,14.89,12.17,0.22,0.35,0.29,5.0,4.85
381,381,CDN,2021,9.87,1.62,2451.0,14972.0,16.37,13.56,0.21,0.36,0.29,4.72,4.6
382,382,CEO,2020,-32.48,0.63,-261.0,13431.0,-1.94,-0.9,1.15,0.27,0.0,1.19,0.88
383,383,CEO,2021,147.05,3.88,327.0,12407.0,2.64,1.32,0.99,0.13,0.11,1.17,0.89
384,384,CEO,2022,11.15,0.84,1083.0,14442.0,7.5,3.95,0.9,0.36,0.18,1.51,0.9
385,385,CEO,2023,41.6,1.0,495.0,20508.0,2.41,1.6,0.51,0.31,0.14,2.33,1.81
386,386,CEO,2024,,,0.0,inf,3.01,2.12,0.42,0.27,0.18,2.53,1.84
387,387,CET,2020,36.0,0.33,100.0,10904.0,0.92,0.71,0.28,0.2,0.02,2.24,0.29
388,388,CET,2021,438.1,0.85,21.0,10875.0,0.19,0.17,0.12,0.02,-0.03,6.55,6.55
389,389,CET,2022,19.51,0.29,164.0,11106.0,1.48,1.32,0.12,0.02,0.01,1.33,1.33
390,390,CET,2023,338.89,0.56,18.0,10866.0,0.17,0.13,0.23,0.04,0.0,1.17,1.17
391,391,CET,2024,,,0.0,inf,0.1,0.09,0.07,0.05,0.0,5.11,5.11
392,392,CHP,2024,14.28,2.25,2135.0,13527.0,15.78,11.64,0.36,0.52,0.41,1.63,1.62
393,393,CHP,2022,5.04,1.29,3473.0,13593.0,25.55,15.65,0.63,0.6,0.48,1.37,1.34
394,394,CHP,2023,9.49,1.65,2294.0,13197.0,17.38,11.36,0.53,0.53,0.4,1.32,1.31
395,395,CHP,2020,6.66,0.98,1895.0,12892.0,14.7,7.88,0.87,0.55,0.35,1.21,1.19
396,396,CHP,2021,9.56,1.22,1648.0,12895.0,12.78,7.4,0.73,0.51,0.32,1.22,1.19
397,397,CIA,2020,-7.42,0.9,-1856.0,15301.0,-12.13,-9.43,0.29,-0.13,-0.43,2.75,2.68
398,398,CIA,2021,-7.13,1.1,-2105.0,13614.0,-15.46,-12.01,0.29,-0.65,-1.25,2.57,2.39
399,399,CIA,2022,2.98,0.6,3418.0,16880.0,20.25,19.45,0.04,0.03,0.58,23.28,22.96
400,400,CIA,2023,33.22,0.57,298.0,17457.0,1.71,1.64,0.04,0.19,0.06,21.2,20.87
401,401,CIA,2024,42.56,0.58,242.0,17659.0,1.37,1.3,0.06,0.28,0.06,15.86,15.57
402,402,CIG,2024,,,0.0,inf,30.05,6.23,3.82,0.3,0.13,0.67,0.66
403,403,CIG,2020,-0.35,0.4,-5545.0,4931.0,-112.44,-25.46,3.42,-6.87,-7.15,1.14,0.88
404,404,CIG,2021,26.25,2.52,522.0,5432.0,9.61,2.33,3.13,0.54,0.31,0.66,0.4
405,405,CIG,2022,-18.03,0.73,-208.0,5128.0,-4.06,-0.9,3.51,-0.06,-0.08,1.08,1.0
406,406,CIG,2023,-28.42,1.33,-228.0,4882.0,-4.67,-1.03,3.54,0.32,-0.02,0.88,0.85
407,407,CII,2024,15.3,0.46,783.0,25826.0,3.03,0.76,3.01,0.55,0.22,0.98,0.71
408,408,CII,2023,23.46,0.49,583.0,27820.0,2.1,0.54,2.9,0.37,0.15,0.85,0.78
409,409,CII,2021,-25.86,1.03,-1392.0,35088.0,-3.97,-1.08,2.68,0.29,-0.03,1.15,0.65
410,410,CII,2020,16.61,0.54,1000.0,30661.0,3.26,0.86,2.8,0.21,0.11,1.32,0.76
411,411,CII,2022,3.78,0.32,2648.0,31621.0,8.37,2.43,2.44,0.23,0.18,0.76,0.59
412,412,CJC,2024,26.41,2.2,977.0,11738.0,8.32,3.16,1.64,0.08,0.01,1.56,0.99
413,413,CJC,2020,27.62,1.7,659.0,10718.0,6.15,1.85,2.32,0.09,0.01,1.27,1.0
414,414,CJC,2021,-23.5,1.43,-617.0,10111.0,-6.1,-1.94,2.15,0.14,-0.03,1.27,0.78
415,415,CJC,2022,65.65,2.84,457.0,10560.0,4.33,0.85,4.11,0.08,0.01,1.15,0.65
416,416,CJC,2023,35.39,1.64,729.0,15710.0,4.64,1.81,1.56,0.1,0.01,1.58,1.19
417,417,CKG,2022,10.85,1.59,1419.0,9672.0,14.67,3.52,3.17,0.28,0.15,2.08,0.55
418,418,CKG,2023,11.16,1.16,1508.0,14504.0,10.4,3.03,2.43,0.3,0.15,1.73,0.41
419,419,CKG,2020,4.27,0.89,1942.0,9307.0,20.87,2.85,6.32,0.3,0.12,2.05,0.65
420,420,CKG,2021,16.49,2.48,1587.0,10540.0,15.06,3.11,3.85,0.33,0.18,1.94,0.54
421,421,CKG,2024,13.13,1.13,1325.0,15337.0,8.64,2.53,2.41,0.26,0.12,1.87,0.48
422,422,CKV,2024,17.88,0.64,694.0,19238.0,3.61,1.4,1.58,0.05,0.0,1.33,0.99
423,423,CKV,2022,29.45,0.78,537.0,20286.0,2.65,1.4,0.9,0.06,0.0,1.4,1.35
424,424,CKV,2023,18.8,0.59,616.0,19722.0,3.12,1.63,0.92,0.05,-0.0,1.41,1.31
425,425,CKV,2021,10.88,0.6,1037.0,18854.0,5.5,2.63,1.09,0.05,0.0,1.29,1.25
426,426,CKV,2020,69.25,0.37,116.0,21615.0,0.54,0.28,0.89,0.07,0.0,1.32,1.27
427,427,CLC,2020,4.88,0.86,4477.0,25367.0,17.65,14.14,0.25,0.14,0.08,4.65,1.33
428,428,CLC,2021,5.71,1.0,4651.0,26583.0,17.5,12.9,0.36,0.13,0.08,3.65,0.99
429,429,CLC,2022,5.09,0.85,4823.0,28902.0,16.69,10.14,0.65,0.14,0.08,2.47,0.58
430,430,CLC,2023,6.6,1.06,4820.0,30067.0,16.03,8.96,0.79,0.11,0.06,2.1,0.52
431,431,CLC,2024,9.35,1.54,5159.0,31243.0,16.51,7.68,1.15,0.11,0.05,1.8,0.44
432,432,CLH,2020,2.99,0.73,4234.0,17444.0,24.27,14.97,0.62,0.15,0.08,0.83,0.58
433,433,CLH,2021,4.02,1.07,4541.0,16993.0,26.72,17.72,0.51,0.15,0.09,1.25,1.11
434,434,CLH,2022,4.68,1.29,4670.0,16940.0,27.57,17.55,0.57,0.15,0.09,1.63,1.38
435,435,CLH,2023,5.44,1.3,3927.0,16397.0,23.95,15.53,0.54,0.16,0.09,1.89,1.46
436,436,CLH,2024,6.1,1.18,3223.0,16690.0,19.31,12.39,0.56,0.14,0.07,1.89,1.75
437,437,CLL,2024,12.16,1.9,2726.0,17445.0,15.63,14.3,0.09,0.43,0.38,7.32,7.22
438,438,CLL,2023,11.84,1.85,2711.0,17320.0,15.65,14.35,0.09,0.42,0.39,6.85,6.75
439,439,CLL,2020,7.98,1.19,2674.0,17902.0,14.94,13.7,0.09,0.32,0.3,5.19,5.17
440,440,CLL,2021,10.36,1.38,2358.0,17760.0,13.28,12.68,0.05,0.4,0.37,11.2,11.1
441,441,CLL,2022,7.86,1.1,2532.0,18171.0,13.93,12.87,0.08,0.47,0.42,7.15,7.13
442,442,CLM,2020,4.47,1.07,4208.0,17590.0,23.92,3.84,5.23,0.05,0.01,1.1,0.77
443,443,CLM,2021,9.36,1.36,2779.0,19132.0,14.53,3.6,3.04,0.1,0.02,1.19,0.86
444,444,CLM,2022,1.46,0.97,30803.0,46296.0,66.54,35.45,0.88,0.06,0.03,1.99,0.47
445,445,CLM,2023,3.48,0.97,16301.0,58599.0,27.82,7.46,2.73,0.03,0.01,1.32,0.81
446,446,CLM,2024,5.9,1.13,13026.0,68048.0,19.14,10.64,0.8,0.02,0.01,2.14,1.01
447,447,CLW,2023,15.04,3.2,2096.0,9869.0,21.24,8.43,1.52,0.13,0.05,1.23,1.06
448,448,CLW,2024,9.83,2.06,4111.0,19627.0,20.95,9.39,1.23,0.15,0.05,1.12,0.91
449,449,CLW,2022,15.94,1.96,1304.0,10579.0,12.33,5.95,1.07,0.11,0.03,1.5,1.28
450,450,CLW,2021,18.56,2.28,1343.0,10935.0,12.28,6.05,1.03,0.1,0.03,1.21,1.14
451,451,CLW,2020,14.73,1.83,1394.0,11235.0,12.41,5.69,1.18,0.09,0.03,1.01,0.94
452,452,CMC,2020,56.91,0.4,91.0,12803.0,0.71,0.3,1.4,0.06,0.01,1.18,0.71
453,453,CMC,2021,16.84,0.92,737.0,13537.0,5.44,2.45,1.22,-0.08,0.09,1.21,0.74
454,454,CMC,2022,-12.56,0.37,-384.0,13149.0,-2.92,-1.11,1.64,0.15,-0.04,1.1,0.43
455,455,CMC,2023,34.43,0.4,153.0,13318.0,1.15,0.48,1.42,0.01,0.02,1.13,0.45
456,456,CMC,2024,227.28,0.3,22.0,16712.0,0.13,0.05,1.62,0.13,0.01,1.15,0.52
457,457,CMG,2023,22.54,2.23,1739.0,17546.0,9.91,4.46,1.22,0.18,0.06,1.19,1.11
458,458,CMG,2022,15.27,1.5,1847.0,18859.0,9.79,4.35,1.25,0.19,0.06,1.32,1.23
459,459,CMG,2024,,,0.0,inf,8.71,4.04,1.15,0.18,0.06,1.25,1.19
460,460,CMG,2020,12.29,0.89,1453.0,19974.0,7.27,3.34,1.18,0.19,0.06,1.52,1.42
461,461,CMG,2021,13.16,1.2,2142.0,23472.0,9.13,3.94,1.31,0.18,0.06,1.48,1.3
462,462,CMS,2020,-5.91,0.15,-508.0,19710.0,-2.58,-1.4,0.85,0.02,-0.07,1.75,1.19
463,463,CMS,2021,39.33,2.36,801.0,13367.0,5.99,3.63,0.65,0.01,0.08,2.42,2.04
464,464,CMS,2022,440.0,0.45,15.0,14813.0,0.1,0.06,0.61,0.08,-0.03,2.49,2.33
465,465,CMS,2023,241.77,1.76,79.0,10860.0,0.73,0.47,0.54,0.1,-0.01,2.96,2.32
466,466,CMS,2024,50.26,0.89,195.0,11040.0,1.77,0.89,0.99,0.08,0.0,3.85,2.95
467,467,CMV,2023,9.87,0.67,826.0,12137.0,6.81,3.14,1.17,0.04,0.0,1.46,0.58
468,468,CMV,2020,6.41,0.56,1283.0,14707.0,8.72,2.85,2.06,0.04,0.0,1.2,0.45
469,469,CMV,2021,6.76,0.74,1692.0,15400.0,10.99,5.84,0.88,0.04,0.0,1.63,0.56
470,470,CMV,2022,7.89,0.74,1180.0,12621.0,9.35,4.79,0.95,0.04,0.0,1.59,0.67
471,471,CMV,2024,19.86,0.9,428.0,9467.0,4.52,2.21,1.04,0.04,-0.0,1.51,0.49
472,472,CMX,2024,,,0.0,inf,4.27,1.86,1.29,0.14,0.03,2.15,0.92
473,473,CMX,2022,11.67,0.55,651.0,13793.0,4.72,2.26,1.09,0.12,0.04,1.44,0.79
474,474,CMX,2023,18.2,0.59,479.0,14656.0,3.27,1.43,1.29,0.15,0.05,1.34,0.49
475,475,CMX,2021,10.91,0.57,1595.0,30331.0,5.26,2.81,0.87,0.14,0.05,1.93,0.97
476,476,CMX,2020,8.05,0.68,1767.0,20988.0,8.42,3.15,1.68,0.13,0.05,1.03,0.36
477,477,CNG,2020,7.86,0.79,1556.0,15538.0,10.01,4.8,1.09,0.06,0.03,1.68,1.63
478,478,CNG,2021,7.97,1.26,2422.0,15355.0,15.77,7.33,1.15,0.07,0.04,1.43,1.35
479,479,CNG,2022,4.12,0.85,3946.0,19036.0,20.73,9.24,1.24,0.07,0.04,1.62,1.52
480,480,CNG,2023,9.14,1.67,2778.0,15182.0,18.3,9.52,0.92,0.09,0.04,1.82,1.68
481,481,CNG,2024,13.5,1.95,2202.0,15270.0,14.42,6.66,1.16,0.08,0.03,1.58,1.48
482,482,COM,2023,14.4,1.13,2440.0,31099.0,7.85,7.03,0.12,0.04,0.01,3.92,2.93
483,483,COM,2022,458.86,1.35,54.0,18362.0,0.29,0.24,0.21,0.03,0.0,3.03,1.77
484,484,COM,2024,14.69,0.91,1899.0,30752.0,6.18,5.51,0.12,0.05,0.01,3.95,2.61
485,485,COM,2020,14.86,1.24,2587.0,30917.0,8.37,7.43,0.13,0.06,0.01,4.33,2.42
486,486,COM,2021,12.51,1.06,2810.0,33015.0,8.51,7.51,0.13,0.07,0.02,4.68,2.61
487,487,CPC,2020,4.34,0.55,2340.0,18467.0,12.67,8.08,0.57,0.21,0.06,2.44,1.78
488,488,CPC,2021,7.31,0.91,2315.0,18531.0,12.49,8.55,0.46,0.21,0.06,2.77,2.18
489,489,CPC,2022,,,0.0,inf,11.47,7.73,0.48,0.18,0.07,2.62,1.81
490,490,CPC,2023,6.68,0.8,2101.0,17599.0,11.94,7.64,0.56,0.22,0.07,2.41,2.06
491,491,CPC,2024,7.29,0.78,2242.0,20854.0,10.75,7.48,0.44,0.22,0.07,2.76,2.36
492,492,CRC,2020,24.69,0.68,327.0,11932.0,2.74,0.78,2.5,0.03,0.01,1.21,0.66
493,493,CRC,2021,7.84,0.5,1275.0,19962.0,6.39,3.48,0.84,0.07,0.03,1.66,1.05
494,494,CRC,2022,6.56,0.42,801.0,12455.0,6.43,3.72,0.73,0.11,0.06,1.63,1.34
